"Taxon sort","UltrataxonID","Taxon Level","SpNo","TaxonID","Taxon name","Taxon scientific name","Family common name","Family scientific name","Order","Population","Australian conservation status","Taxonomic notes","v2 change","v2 change notes"
149,,"sp",23,23,"Superb Fruit-Dove","Ptilinopus superbus","Pigeons and Doves","Columbidae","Columbiformes","Australian","Least concern",,,
150,"u","ssp",23,"u23","Torresian Superb Fruit-Dove","Ptilinopus superbus superbus","Pigeons and Doves","Columbidae","Columbiformes","Australian","Least concern","Subspecies from Schodde and Mason (1997)",,
151,,"sp",21,21,"Rose-crowned Fruit-Dove","Ptilinopus regina","Pigeons and Doves","Columbidae","Columbiformes","Australian","Least concern",,,
152,"u","ssp",21,"u21a","Western Rose-crowned Fruit-Dove","Ptilinopus regina ewingii","Pigeons and Doves","Columbidae","Columbiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
153,"u","ssp",21,"u21b","Eastern Rose-crowned Fruit-Dove","Ptilinopus regina regina","Pigeons and Doves","Columbidae","Columbiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
154,,"sp",9932,9932,"Orange-bellied Fruit-Dove","Ptilinopus iozonus","Pigeons and Doves","Columbidae","Columbiformes","Vagrant","Vagrant",,,
155,"u","ssp",9932,"u9932","Orange-bellied Fruit-Dove (ssp.)","Ptilinopus iozonus ssp.","Pigeons and Doves","Columbidae","Columbiformes","Vagrant","Vagrant","Subspecies occurring in Australia uncertain. Five subspecies recognised (Del Hoyo et al. 1997)",,
156,,"sp",737,737,"New Zealand Pigeon","Hemiphaga novaeseelandiae","Pigeons and Doves","Columbidae","Columbiformes","Extinct (Australia only)","Extinct",,,
157,"u","ssp",737,"u737","Norfolk Island New Zealand Pigeon","Hemiphaga novaeseelandiae spadicea","Pigeons and Doves","Columbidae","Columbiformes","Extinct, Endemic","Extinct","Subspecies from Schodde and Mason (1997)",,
158,"u","sp",27,"u27","Topknot Pigeon","Lopholaimus antarcticus","Pigeons and Doves","Columbidae","Columbiformes","Endemic","Least concern",,,
159,,"sp",9935,9935,"Lesser Coucal","Centropus bengalensis","Cuckoos","Cuculidae","Cuculiformes","Vagrant","Vagrant",,,
160,"u","ssp",9935,"u9935","Lesser Coucal (ssp.)","Centropus bengalensis sarasinorum","Cuckoos","Cuculidae","Cuculiformes","Vagrant","Vagrant","Subspecies from Del Hoyo et al. (1996)",,
161,,"sp",349,349,"Pheasant Coucal","Centropus phasianinus","Cuckoos","Cuculidae","Cuculiformes","Australian","Least concern",,,
162,"u","ssp",349,"u349b","Northern Pheasant Coucal","Centropus phasianinus melanurus","Cuckoos","Cuculidae","Cuculiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)","Subspecies scientific name","corrected error in scientific name"
163,"u","ssp",349,"u349a","Eastern Pheasant Coucal","Centropus phasianinus phasianinus","Cuckoos","Cuculidae","Cuculiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)","Subspecies scientific name","corrected error in scientific name"
164,"u","ssp",349,"u349c","Papuan Pheasant Coucal","Centropus phasianinus thierfelderi","Cuckoos","Cuculidae","Cuculiformes","Australian","Least concern","Subspecies from Del Hoyo et al. (1997)",,
165,,"sp",9937,9937,"Asian Koel","Eudynamys scolopaceus","Cuckoos","Cuculidae","Cuculiformes","Vagrant","Least concern",,,
166,"u","ssp",9937,"u9937","Asian Koel (ssp.)","Eudynamys scolopaceus ssp.","Cuckoos","Cuculidae","Cuculiformes","Vagrant","Least concern","Subspecies breeding on Christmas Island uncertain but likely to be malayanus as that subspecies regularly migrates across sea barriers and comes as close as Java (del Hoyo and Collar 2014)",,
167,,"sp",347,347,"Eastern Koel","Eudynamys orientalis","Cuckoos","Cuculidae","Cuculiformes","Australian","Least concern",,,
168,"u","ssp",347,"u347a","South-east Eastern Koel","Eudynamys orientalis cyanocephalus","Cuckoos","Cuculidae","Cuculiformes","Endemic (breeding only)","Least concern","Subspecies from Higgins (1999)",,
169,"u","ssp",347,"u347b","Torresian Eastern Koel","Eudynamys orientalis subcyanocephala","Cuckoos","Cuculidae","Cuculiformes","Australian","Least concern","Subspecies from Higgins (1999)",,
170,"u","sp",791,"u791","Long-tailed Cuckoo","Urodynamys taitensis","Cuckoos","Cuculidae","Cuculiformes","Vagrant","Vagrant",,,
171,,"sp",348,348,"Channel-billed Cuckoo","Scythrops novaehollandiae","Cuckoos","Cuculidae","Cuculiformes","Australian","Least concern",,,
172,"u","ssp",348,"u348","Australian Channel-billed Cuckoo","Scythrops novaehollandiae novaehollandiae","Cuckoos","Cuculidae","Cuculiformes","Australian","Least concern","Subspecies from Schodde and Mason (1997)",,
173,"u","sp",342,"u342","Horsfield's Bronze-Cuckoo","Chalcites basalis","Cuckoos","Cuculidae","Cuculiformes","Endemic (breeding only)","Least concern",,,
174,"u","sp",341,"u341","Black-eared Cuckoo","Chalcites osculans","Cuckoos","Cuculidae","Cuculiformes","Endemic (breeding only)","Least concern",,,
175,,"sp",344,344,"Shining Bronze-Cuckoo","Chalcites lucidus","Cuckoos","Cuculidae","Cuculiformes","Australian","Least concern",,,
176,"u","ssp",344,"u344a","New Zealand Shining Bronze-Cuckoo","Chalcites lucidus lucidus","Cuckoos","Cuculidae","Cuculiformes","Non-breeding","Least concern","Subspecies from Schodde and Mason (1997)",,
177,"u","ssp",344,"u344b","Australian Shining Bronze-Cuckoo","Chalcites lucidus plagosus","Cuckoos","Cuculidae","Cuculiformes","Endemic (breeding only)","Least concern","Subspecies from Schodde and Mason (1997)",,
178,,"sp",345,345,"Little Bronze-Cuckoo","Chalcites minutillus","Cuckoos","Cuculidae","Cuculiformes","Australian","Least concern","Species from del Hoyo et al. (2014): Chrysococcyx minutillus (Payne, 1997) and C. russatus (Sibley and Monroe 1990, 1993) are retained as separate species contra Christidis and Boles (2008) who treat russatus as a subspecies of C. minutillus.",,"Taxonomic change from del Hoyo et al. (2014)"
179,"u","ssp",345,"u345a","Eastern Little Bronze-Cuckoo","Chalcites minutillus barnardi","Cuckoos","Cuculidae","Cuculiformes","Endemic (breeding only)","Least concern","Subspecies from del Hoyo et al. (2014)",,"Taxonomic change from del Hoyo et al. (2014)"
180,"u","ssp",345,"u345b","Western Little Bronze-Cuckoo","Chalcites minutillus minutillus","Cuckoos","Cuculidae","Cuculiformes","Endemic","Least concern","Subspecies from del Hoyo et al. (2014)",,"Taxonomic change from del Hoyo et al. (2014)"
181,"u","ssp",345,"u345c","Gould's Bronze-Cuckoo","Chalcites minutillus russatus","Cuckoos","Cuculidae","Cuculiformes","Endemic","Least concern","Subspecies from del Hoyo et al. (2014)","Species revision (lump)","Taxonomic change from del Hoyo et al. (2014) - formerely recognised as a separate species"
182,,"sp",340,340,"Chestnut-breasted Cuckoo","Cacomantis castaneiventris","Cuckoos","Cuculidae","Cuculiformes","Australian","Least concern",,,
183,"u","ssp",340,"u340","Australian Chestnut-breasted Cuckoo","Cacomantis castaneiventris castaneiventris","Cuckoos","Cuculidae","Cuculiformes","Endemic (breeding only)","Least concern","Subspecies from Schodde and Mason (1997)",,
184,,"sp",338,338,"Fan-tailed Cuckoo","Cacomantis flabelliformis","Cuckoos","Cuculidae","Cuculiformes","Australian","Least concern",,,
185,"u","ssp",338,"u338","Australian Fan-tailed Cuckoo","Cacomantis flabelliformis flabelliformis","Cuckoos","Cuculidae","Cuculiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
186,,"sp",339,339,"Brush Cuckoo","Cacomantis variolosus","Cuckoos","Cuculidae","Cuculiformes","Australian","Least concern",,,
187,"u","ssp",339,"u339a","Northern Brush Cuckoo","Cacomantis variolosus dumetorum","Cuckoos","Cuculidae","Cuculiformes","Australian","Least concern","Subspecies from Schodde and Mason (1997)",,
188,"u","ssp",339,"u339b","Southern Brush Cuckoo","Cacomantis variolosus variolosus","Cuckoos","Cuculidae","Cuculiformes","Endemic (breeding only)","Least concern","Subspecies from Schodde and Mason (1997)",,
189,"u","sp",337,"u337","Pallid Cuckoo","Heteroscenes pallidus","Cuckoos","Cuculidae","Cuculiformes","Endemic (breeding only)","Least concern",,"Genus",
190,"u","sp",9949,"u9949","Large Hawk-Cuckoo","Hierococcyx sparverioides","Cuckoos","Cuculidae","Cuculiformes","Vagrant","Vagrant",,,
191,"u","sp",5064,"u5064","Whistling Hawk-cuckoo","Hierococcyx nisicolor","Cuckoos","Cuculidae","Cuculiformes","Vagrant","Vagrant",,"new species record from BARC","new species record from BARC"
192,,"sp",336,336,"Oriental Cuckoo","Cuculus saturatus","Cuckoos","Cuculidae","Cuculiformes","Non-breeding","Least concern","Species from del Hoyo et al. (2014)","Species revision (shuffle)","Taxonomic change from del Hoyo et al. (2014)"
193,"u","ssp",336,"u336","Eastern Oriental Cuckoo","Cuculus saturatus optatus","Cuckoos","Cuculidae","Cuculiformes","Non-breeding","Least concern","Subspecies from del Hoyo et al. (2014)",,"Taxonomic change from del Hoyo et al. (2014)"
194,"u","sp",176,"u176","Australian Bustard","Ardeotis australis","Bustards","Otididae","Otidiformes","Australian","Least concern",,"Order",
195,,"sp",314,314,"Marbled Frogmouth","Podargus ocellatus","Frogmouths","Podargidae","Caprimulgiformes","Australian","Least concern",,,
196,"u","ssp",314,"u314a","Cape York Marbled Frogmouth","Podargus ocellatus marmoratus","Frogmouths","Podargidae","Caprimulgiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
197,"u","ssp",314,"u314b","Plumed Frogmouth","Podargus ocellatus plumiferus","Frogmouths","Podargidae","Caprimulgiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
198,,"sp",316,316,"Papuan Frogmouth","Podargus papuensis","Frogmouths","Podargidae","Caprimulgiformes","Australian","Least concern",,,
199,"u","ssp",316,"u316a","Southern Papuan Frogmouth","Podargus papuensis baileyi","Frogmouths","Podargidae","Caprimulgiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
200,"u","ssp",316,"u316b","Cape York Papuan Frogmouth","Podargus papuensis rogersi","Frogmouths","Podargidae","Caprimulgiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
201,,"sp",313,313,"Tawny Frogmouth","Podargus strigoides","Frogmouths","Podargidae","Caprimulgiformes","Endemic","Least concern",,,
202,"u","ssp",313,"u313a","Western Tawny Frogmouth","Podargus strigoides brachypterus","Frogmouths","Podargidae","Caprimulgiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
203,"u","ssp",313,"u313b","Northern Tawny Frogmouth","Podargus strigoides phalaenoides","Frogmouths","Podargidae","Caprimulgiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
204,"u","ssp",313,"u313c","Eastern Tawny Frogmouth","Podargus strigoides strigoides","Frogmouths","Podargidae","Caprimulgiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
205,"u","sp",331,"u331","Spotted Nightjar","Eurostopodus argus","Eared Nightjars","Eurostopodidae","Caprimulgiformes","Australian","Least concern",,,
206,,"sp",330,"u330","White-throated Nightjar","Eurostopodus mystacalis","Eared Nightjars","Eurostopodidae","Caprimulgiformes","Australian","Least concern","Species from del Hoyo et al. (2014)","Species revision (shuffle)","Taxonomic change from del Hoyo et al. (2014)"
207,,"sp",9917,9917,"Grey Nightjar","Caprimulgus indicus","Nightjars","Caprimulgidae","Caprimulgiformes","Vagrant","Vagrant",,,
208,"u","ssp",9917,"u9917","Grey Nightjar (ssp.)","Caprimulgus indicus ssp.","Nightjars","Caprimulgidae","Caprimulgiformes","Vagrant","Vagrant","Subspecies occurring in Australia uncertain. Five subspecies recognised (Del Hoyo et al. 1999)",,
209,,"sp",332,332,"Large-tailed Nightjar","Caprimulgus macrurus","Nightjars","Caprimulgidae","Caprimulgiformes","Australian","Least concern",,,
210,"u","ssp",332,"u332","Australasian Large-tailed Nightjar","Caprimulgus macrurus schlegelii","Nightjars","Caprimulgidae","Caprimulgiformes","Australian","Least concern","Subspecies from Schodde and Mason (1997)",,
211,,"sp",765,765,"Savanna Nightjar","Caprimulgus affinis","Nightjars","Caprimulgidae","Caprimulgiformes","Vagrant","Vagrant",,,
212,"u","ssp",765,"u765","Eastern Savanna Nightjar","Caprimulgus affinis affinis","Nightjars","Caprimulgidae","Caprimulgiformes","Vagrant","Vagrant","Subspecies from Schodde and Mason (1997)",,
213,,"sp",317,317,"Australian Owlet-nightjar","Aegotheles cristatus","Owlet-nightjars","Aegothelidae","Caprimulgiformes","Australian","Least concern",,,
214,"u","ssp",317,"u317a","Mainland Australian Owlet-nightjar","Aegotheles cristatus cristatus","Owlet-nightjars","Aegothelidae","Caprimulgiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
215,"u","ssp",317,"u317b","Tasmanian Australian Owlet-nightjar","Aegotheles cristatus tasmanicus","Owlet-nightjars","Aegothelidae","Caprimulgiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
216,,"sp",9941,9941,"Papuan Spine-tailed Swift","Mearnsia novaeguineae","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Vagrant","Vagrant",,"Order",
217,"u","ssp",9941,"u9941","Papuan Spine-tailed Swift (ssp.)","Mearnsia novaeguineae ssp.","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Vagrant","Vagrant","Subspecies occurring in Australia uncertain. Two subspecies recognised (Del Hoyo et al. 1999)","Order",
218,,"sp",334,334,"White-throated Needletail","Hirundapus caudacutus","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Non-breeding","Least concern",,"Order",
219,"u","ssp",334,"u334","Eastern White-throated Needletail","Hirundapus caudacutus caudacutus","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Non-breeding","Least concern","Subspecies from Schodde and Mason (1997)","Order",
220,,"sp",9925,9925,"Glossy Swiftlet","Collocalia esculenta","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Australian","Near threatened",,,
221,"u","ssp",9925,"u9925a","Christmas Island Glossy Swiftlet","Collocalia esculenta natalis","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Endemic","Near threatened","Subspecies from Schodde and Mason (1997)",,
222,"u","ssp",9925,"u9925b","New Guinean Glossy Swiftlet","Collocalia esculenta nitens","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Vagrant","Vagrant","Subspecies from Schodde and Mason (1997)",,
223,,"sp",333,333,"Australian Swiftlet","Aerodramus terraereginae","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Australian","Least concern","Species from del Hoyo et al. (2014)","Species revision (shuffle), Order","White-rumped Swiftlet (Collocalia spodiopygia) split into White-rumped Swiftlet (Aerodramus spodiopygius) - Melanesia and Australian Swiftlet (Aerodramus terraereginae) - Australia, as per Christidis and Boles (2008)"
224,"u","ssp",333,"u333a","Chillagoe Australian Swiftlet","Aerodramus terraereginae chillagoensis","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)","Order",
225,"u","ssp",333,"u333b","Coastal Australian Swiftlet","Aerodramus terraereginae terraereginae","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)","Order",
226,,"sp",881,881,"Uniform Swiftlet","Aerodramus vanikorensis","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Vagrant","Vagrant",,"Order",
227,"u","ssp",881,"u881","New Guinean Uniform Swiftlet","Aerodramus vanikorensis yorki","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Vagrant","Vagrant","Subspecies from Schodde and Mason (1997)","Order",
228,,"sp",335,335,"Fork-tailed Swift","Apus pacificus","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Non-breeding","Least concern",,"Order",
229,"u","ssp",335,"u335","Eastern Fork-tailed Swift","Apus pacificus pacificus","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Non-breeding","Least concern","Subspecies from Schodde and Mason (1997)","Order",
230,,"sp",828,828,"House Swift","Apus nipalensis","Swifts and Swiftlets","Apodidae","Caprimulgiformes","Vagrant","Vagrant",,"Order",
